Work ID,Title,Author,Series,First Publisher,Last Updated By,Thumbnail Picture,Ratings
14285,Mobile Suit Gundam,"Okazaki Yuu
[Illustrator]

Tomino Yoshiyuki
[Original Story]

Yatate Hajime
[Original Story]","Adventure King serialization ended
[1979]",Mangaseek Editorial Department (2003-11-06 23:28:15),hayashi17 (2016-02-04 03:53:09),,5
40691,Mobile Suit Gundam Aggressor,"Daichi Banjou
[Art]

Hajime Yatate
[Original Story]

Yoshiyuki Tomino
[Original Story]",Weekly Shonen Sunday S,Masuke (2015-12-18 11:54:35),Masuke (2015-12-18 11:54:35),,4
78561,Mobile Suit Gundam ALIVE,"Takayama Mizuho
[Art]

Yatate Hajime
[Original Story]

Tomino Yoshiyuki
[Original Story]

Minagawa Yuka
[Scenario Composition]","Transferred to Comic BomBom
[October 2006 - November 2017]
Notes: November 2006 issue - December 2007 issue, transferred to Tele Manga Heroes

Magazine data unknown/unregistered One-shot
[October 2006]
Notes: Published in Gundam Magazine (published by Kodansha, unlike Gundam Magazine published by the same company in 1991, published as a supplement to the November 2006 issue of Comic BomBom), episode 0

Serialization ended in Tele Manga Heroes
[2008 - 2008]
Notes: Spring 2008 issue, Winter 2009 issue",daisuke (2021-03-23 ​​13:05:39),daisuke (2021-03-23 ​​13:05:39),,2
79621,Mobile Suit Gundam: Ishtam in Space,Umanosuke Iida,Gundam Ace serialization ends,daisuke (2021-04-30 09:47:37),daisuke (2021-04-30 09:49:02),,2
25849,Mobile Suit Gundam: Ecole du Ciel,"Haruhiko Mikimoto
[Art]

Yoshiyuki Tomino
[Original Story]

Hajime Yatate
[Original Story]","Gundam Ace On hiatus
[December 2001]
Notes: vol.3~",Mangaseek Editorial Department (2004-05-01 11:30:59),Tofana Water (2016-05-04 13:16:47),,5
74867,Mobile Suit Gundam F91 Prequel,Junji Ohno (Junji Ohno) [Illustrator] Yoshiyuki Tomino [Original work],"Gundam Ace Serialization in progress
[January 2020]
Notes March 2020 issue ~",daisuke (2020-11-23 08:40:05),daisuke (2022-11-23 13:54:23),,2
43279,Mobile Suit Gundam MS IGLOO 2 Gravity Front,"MEIMU
[Art]

Yoshiyuki Tomino
[Original Story]

Hajime Yatate
[Original Story]","Gundam Ace serialization ended
[November 2008 - August 2009]
Notes November 2008 issue - August 2009 issue",Tofana Water (2016-03-12 23:46:41),Tofana Water (2016-03-12 23:46:41),,4
43278,Mobile Suit Gundam MS IGLOO Apocalypse 0079,"MEIMU
[Art]

Yoshiyuki Tomino
[Original Story]

Hajime Yatate
[Original Story]","Gundam Ace serialization ended
[June 2006 - December 2006]
Notes June 2006 issue - December 2006 issue",Tofana Water (2016-03-12 23:24:35),daisuke (2023-11-05 11:44:59),,5
43277,Mobile Suit Gundam MS IGLOO 603 ~Secret Record of the One Year War~,"MEIMU
[Art]

Yoshiyuki Tomino
[Original Story]

Hajime Yatate
[Original Story]","Gundam Ace serialization ended
[January 2005 - January 2006]
Notes January 2005 issue - January 2006 issue",Tofana Water (2016-03-12 23:11:36),Tofana Water (2016-03-12 23:11:36),,1
47355,Mobile Suit Gundam MSV-R: The Return of Johnny Ridden,"Ark Performance
[Manga] Major works

Yoshiyuki Tomino
[Original work]

Hajime Yatate
[Original concept]

Kunio Okawara
[Mechanical design]","Gundam Ace serialization ended
[April 2010]
Notes: From June 2010 issue",Tofana Water (2016-10-07 22:27:29),Tofana Water (2016-10-07 22:27:29),,4
27766,Mobile Suit Gundam Side Story: THE BLUE DESTINY,"Yoshiyuki Tomino

Hajime Yatate

Mizuho Takayama

[Art]

Tomohiro Chiba

[Text]",,Mangaseek Editorial Department (2003-10-24 21:06:58),Tofana Water (2016-03-13 10:59:39),,1
77107,Mobile Suit Gundam: Char's Counterattack Beyond the Time,"Hisori Chimaki
[Manga]

Tomino Yoshiyuki
[Original Story]

Yatate Hajime
[Original Idea]

Honda Masaya
[Scenario]",Gundam Ace serialization ends,daisuke (2021-02-02 09:51:26),daisuke (2021-02-02 09:51:26),,1
27775,Mobile Suit Gundam: Char's Counterattack,"Tokita Kouichi
[Art]

Tomino Yoshiyuki
[Original Story]

Yatate Hajime
[Original Story]",Comic Bonbon serialization ended [1998],Mangaseek Editorial Department (2003-11-06 23:26:23),Masuke (2015-12-03 17:01:32),,3
47356,Mobile Suit Gundam: Ghiren's Assassination Plot,"Ark Performance
[Manga]

Yoshiyuki Tomino
[Original]

Hajime Yatate
[Original idea]","Gundam Ace serialization ended
[August 2007 - January 2010]
Notes October 2007 issue - March 2010 issue",Tofana Water (2016-10-07 22:53:06),Tofana Water (2016-10-07 22:53:06),,1
35486,Mobile Suit Gundam Climax U.C. The Spun Bloodline,Takashi Morita [illustration],"Gundam Ace
[2006]
Notes: April 2006 issue~",Kono (2015-08-01 21:31:24),Kono (2015-08-01 21:31:24),,5
93660,Mobile Suit Gundam: A Baoa Qu of Light,"Ark Performance
[Manga]

Yoshiyuki Tomino
[Original]

Hajime Yatate
[Original idea]","Transferred to GUNDAM A Special
[December 2007 - March 2008]
Notes Vol. 3, 4
Gundam Ace serialization ended
[2009 - 2010]
Notes October and November 2009 issues, April and December 2010 issues",Fushimi-an (2023-06-01 22:08:06),Fushimi-an (2023-06-01 22:08:06),,3
33376,Mobile Suit Gundam Thunderbolt,"Yasuo Ohtagaki
[Art]

Hajime Yatate
[Original Story]

Yoshiyuki Tomino
[Original Story]","Currently serialized in Big Comic Superior
[2012]
Notes: Issue 8, 2012 onwards
Weekly Shonen Sunday: One-shot
[June 2016]
Notes: Issue 31, 2016 (released June 29th). Special edition",Morizaru (2015-06-19 22:42:38),Morizaru (2017-09-10 19:30:21),,5
39075,Mobile Suit Gundam Thunderbolt Gaiden -Sand Rat Sean-,"Yasuo Ohtagaki
[Art]

Hajime Yatate
[Original Story]

Yoshiyuki Tomino
[Original Story]","Big Comic One-shot
[2013]
Notes: Issues 11 and 12 of 2013",Kono (2015-10-19 12:47:31),Kono (2015-10-19 12:47:31),,2
91149,Mobile Suit Gundam SEQUEL,"Chiaki Taro
[Manga]

Yatate Hajime
[Original Story]

Tomino Yoshiyuki
[Original Story]

Inoue Toshiki
[Screenplay]",Heroes [Comicple] Currently serialized,Morizaru (2023-03-05 19:30:24),daisuke (2023-06-20 00:20:16),,1
29741,Mobile Suit Gundam C.D.A. Portrait of a Young Comet,Hiroyuki Kitazume,"Gundam Ace serialization ended
[~August 2009]
Notes: First issue - October 2009 issue",Mangaseek Editorial Department (2004-05-01 14:32:07),Tofana Water (2016-05-04 12:36:25),,2
25981,Mobile Suit Gundam SEED [Monthly Magazine Z Edition],Monthly Magazine Z Edition,"Masatsugu Iwase
[Art]

Yoshiyuki Tomino
[Original Story]

Hajime Yatate
[Original Story]",,Mangaseek Editorial Department (2003-11-05 00:09:03),,3
27767,Mobile Suit Gundam SEED [Comic Bonbon version],Comic Bonbon version,"Yoshiyuki Tomino

Hajime Yatate

Mizuho Takayama
[Art]",,Mangaseek Editorial Department (2003-11-05 00:09:33),,1
27415,Mobile Suit Gundam SEED ASTRAY,"Tokita Kouichi
[Art]

Tomino Yoshiyuki
[Original Story]

Yatate Hajime
[Original Story]

Chiba Tomohiro
[Text]","Gundam Ace serialization ended

Notes No.007-No.016",Mangaseek Editorial Department (2003-10-24 21:10:12),daisuke (2022-11-05 18:34:19),,1
26624,Mobile Suit Gundam SEED ASTRAY R,"Toda Yasunari
[Art]

Tomino Yoshiyuki
[Original Story]

Yatate Hajime
[Original Story]

Chiba Tomohiro
[Text]","Shonen Ace: End of serialization [December 2002]
Notes: December 2002 issue~",Mangaseek Editorial Department (2003-10-24 21:08:53),Morizaru (2015-08-26 07:25:19),,2
27416,Mobile Suit Gundam SEED ASTRAY B,"Toda Yasunari
[Art]

Tomino Yoshiyuki
[Original Story]

Yatate Hajime
[Original Story]

Chiba Tomohiro
[Text]","Gundam Ace
[October 2003]
Notes Issue 14 (October 2003)",Mangaseek Editorial Department (2003-10-24 21:06:05),Kono (2015-07-20 10:12:20),,4
21808,Mobile Suit Gundam: The Origin,"Yoshikazu Yasuhiko

Masterpiece

Yoshiyuki Tomino

[Original Concept]

Hajime Yatate

Kunio Okawara

[Mechanical Design]","Gundam Ace Serialization ended
[June 2001 - June 2011]
Notes: Published in the first issue of Gundam Ace (Newtype.com August 2001 special issue) - August 2011.",Mangaseek Editorial Department (2004-08-29 15:27:22),Masuke (2017-03-26 15:50:41),,2
27660,Mobile Suit Gundam Silhouette Formula 91 IN U.C.0123 (Cluster Gundam Edition),"Yoshiyuki Tomino

Hajime Yatate

Toshiya Iwamura
[Art]",,Mangaseek Editorial Department (2003-10-24 20:58:27),Kono (2015-07-20 10:12:20),,1
99840,Mobile Suit Gundam: Witch of Mercury Vanadis Heart,"Tojo Chika
[Manga]

Yatate Hajime
[Original Story]

Tomino Yoshiyuki
[Original Story]

Yoneyama Subaru
[Scenario]

HISADAKE
[Planning Cooperation]","Gundam Ace Serialization in progress
[2023]
Notes May 2023 issue onwards",Fushimi-an (2024-02-08 22:24:29),Fushimi-an (2024-02-08 22:24:29),,1
56772,Mobile Suit Gundam 00 [Kero Kero Ace Edition],Kero Kero Ace version,Kozo Ohmori,,Morizaru (2017-11-25 14:57:32),,4
75591,Mobile Suit Gundam 00 [Magazine Z Edition],Magazine Z edition,"Taguchi Oto
[Manga]

Yatate Hajime
[Original work]

Tomino Yoshiyuki
[Original work]",,daisuke (2020-12-23 12:11:28),,1
72408,Mobile Suit Gundam 0080 Side Story BURN STORMER - Wandering Lambs -,Dalian (Shinsuke Kurihashi),"Cyber ​​Comics One-shot

Notes Issue 09",Fushimi-an (2020-09-10 18:27:50),Fushimi-an (2020-09-10 18:27:50),,4
27824,Mobile Suit Gundam 0083 STARDUST MEMORY,"Mitsuru Katoya
[Art]

Yoshiyuki Tomino
[Original Story]

Hajime Yatate
[Original Story]","Comic Bonbon special edition serialization ended
[1992-1992]
Notes: 1992 spring break special edition, summer break special edition, winter break special edition",Mangaseek Editorial Department (2003-11-06 23:25:40),Masuke (2016-01-23 09:28:45),,1
17644,Mobile Suit Gundam 0083: Stardust Heroes,"Yoshiyuki Tomino

Hajime Yatate

Masafumi Matsuura
[Art]",Newly drawn,Mangaseek Editorial Department (2003-11-06 23:23:51),Masuke (2016-01-23 09:38:27),,1
41834,Mobile Suit Gundam 0083 REBELLION,"Masato Natsumoto
[Art]

Hajime Yatate
[Original Story]

Yoshiyuki Tomino
[Original Story]

Sunrise
[Cooperation]

Takashi Imanishi
[Concept Advisor]",,Masuke (2016-01-23 09:17:11),Masuke (2016-01-23 09:17:11),,1
27690,Mobile Suit Gundam 0084 Psi-Trailing,"Yoshiyuki Tomino

Hajime Yatate

Kenji Mizuhara
[Illustration]",,Mangaseek Editorial Department (2003-10-24 20:49:58),Kono (2015-07-20 10:12:16),,1
580,Mobile Suit Gundam 0080: War in the Pocket,"Shigeto Ikehara
[Art]

Yoshiyuki Tomino
[Original Story]

Hajime Yatate
[Original Story]","Comic Bonbon serialization ended
[April 1989 - August 1989]
Notes: April 1989 issue - August 1989 issue",Mangaseek Editorial Department (2003-11-06 23:29:47),Masuke (2015-10-23 21:19:16),,5
56771,Mobile Suit Gundam 00F,Tokita Koichi,,Morizaru (2017-11-25 14:48:54),daisuke (2023-06-16 00:22:09),,4
29634,Mobile Suit Gundam 0079,"Kazuhisa Kondo
[Illustrator]

Yoshiyuki Tomino
[Original Story]",,Mangaseek Editorial Department (2004-04-28 20:36:19),Kono (2015-07-20 10:14:16),,3
27692,Mobile Suit Gundam ZZ Seaside Panic,"Yoshiyuki Tomino

Hajime Yatate

Kenji Mizuhara
[Illustration]",,Mangaseek Editorial Department (2003-10-24 20:50:51),Kono (2015-07-20 10:12:16),,1
60750,Mobile Suit Gundam Twilight AXIS,"Makishima Azusa
[Manga]

Yatate Hajime
[Original]

Tomino Yoshiyuki
[Original]

Ark Performance
[Concept Advisor]

Sunrise
[Cooperation]",Monthly Young Magazine serialization ended,Morizaru (2018-05-27 14:57:16),daisuke (2022-11-05 18:39:47),,1
72648,Mobile Suit Gundam Hybrid 4-koma Great War Front,"Kazuya Tani

Masterpiece

Hajime Yatate

[Original work]

Yoshiyuki Tomino

[Original work]","Gundam Ace serialization ended
[July 2007 - May 2013]
Notes: Irregular publication: August 2007 issue onwards, serialization: January 2010 issue - June 2013 issue",daisuke (2020-09-15 10:35:43),daisuke (2020-09-15 10:35:43),,5
69638,Mobile Suit Gundam Bandiera,"Kano Rie

Yatate Hajime

[Original work]

Tomino Yoshiyuki

[Original work]","Big Comic Spirits Serialization ended
[January 2020 - March 2022]
Notes Issue 8 of 2020 (released January 20, 2020) - Issue 16 of 2022",Morizaru (2020-01-20 21:53:09),daisuke (2022-11-05 18:53:55),,2
100787,Mobile Suit Gundam Pulitzer - Amuro Ray Beyond the Aurora -,"Umetaro Saitani
[Manga]

Hajime Yatate
[Original Story]

Yoshiyuki Tomino
[Original Story]

Chihiro Owaki
[Screenplay]","Gundam Ace Serialization in progress
[2021]
Notes October 2021 issue ~",Fushimi-an (2024-03-05 23:19:50),Fushimi-an (2024-03-05 23:19:50),,4
9649,Mobile Suit Gundam F91,"Daisuke Inoue
(Daisuke Inoue)
[Art]

Yoshiyuki Tomino
[Original Story]
Original Story, Screenplay
Hajime Yatate
[Original Story]

Tsunehisa Ito
[Screenplay]","Comic BomBom serialization ended
[1990]
Notes January 1991 issue onwards
Gundam Magazine serialization ended
[December 1990 - April 1991]
Notes No.1 (Comic BomBom December 1990 special issue) - No.4 (Comic BomBom April 1990 special issue)",Mangaseek Editorial Department (2003-11-06 23:30:29),Morizaru (2016-02-21 20:13:57),,1
27658,Mobile Suit Gundam F91 Extra: Seabook's Tale of Chivalry,"Daisuke Inoue

[Illustrator]

Yoshiyuki Tomino

[Original Story]","Gundam Magazine One-shot
[May 1991 - June 1991]
Notes No. 5 (Comic Bonbon May 1991 special issue) - No. 6 (Comic Bonbon June 1991 special issue)",Mangaseek Editorial Department (2003-10-26 11:07:57),Morizaru (2016-02-21 21:16:35),,5
27702,Mobile Suit Gundam F90 [Cyber ​​Comics version],Cyber ​​Comics version,"Nakahara Rei
[Illustrator]

Yamaguchi Hiroshi
[Original Story]

Tomino Yoshiyuki
[Original Concept]

Yatate Hajime
[Original Concept]",,Mangaseek Editorial Department (2003-11-05 00:08:38),,2
27703,Mobile Suit Gundam F90 [SD CLUB version],SD CLUB version,"Yoshiyuki Tomino

Hajime Yatate

Masahiro Kanda
[Art]

Rei Nakahara
[Original Story]

Hiroshi Yamaguchi
[Original Story]",,Mangaseek Editorial Department (2003-11-05 00:08:08),,4
89373,Mobile Suit Gundam Program Master,Masafumi Matsuura,"Cyber ​​Comics One-shot
[November 1988]
Notes No.013",daisuke (2023-01-16 10:56:49),daisuke (2023-01-16 10:56:49),,1
27662,Mobile Suit Gundam: Moon Crisis,"Yoshiyuki Tomino

Hajime Yatate

Masafumi Matsuura
[Art]",,Mangaseek Editorial Department (2003-11-01 01:03:06),Kono (2015-07-20 10:12:14),,2
27704,Mobile Suit Gundam MS Generation,"Hajime Yatate

Yoshiyuki Tomino

Rei Nakahara
[Art]",,Mangaseek Editorial Department (2003-10-24 20:54:44),Kono (2015-07-20 10:12:20),,1
61004,Mobile Suit Gundam MSV-R Action Graphics,Kanefusa Hikaru,Gundam Ace serialization ends,Morizaru (2018-06-03 00:44:43),daisuke (2021-01-16 16:52:26),,1
43267,Mobile Suit Gundam U.C.HARD GRAPH Iron Horse,"Masato Natsumoto
[Illustrator]
Hajime Yatate
[Original Story]
Takashi Imanishi
[Supervisor]","Gundam Ace serialization ended
[October 2011 - October 2012]
Notes December 2011 issue - December 2012 issue",Tofana Water (2016-03-12 21:28:23),daisuke (2022-12-14 16:17:08),,3
59041,Mobile Suit Gundam UC: The Man Who Couldn't Ride the Rainbow Bright Noah Story,"Hajime Yatate
[Original Concept]

Yoshiyuki Tomino
[Original Concept]

Hiyon Katsuragi
[Comic Writer]

Harutoshi Fukui
[Scenario]","Newtype Ace serialization ended
[February 2013 - July 2013]
Notes Vol. 18, 2013 - Vol. 23, 2013",Kono (2018-02-24 08:30:17),Kono (2018-02-24 08:30:17),,5
44247,Mobile Suit Gundam UC Bande Dessinee,"Kozo Omori
[Art]

Hajime Yatate
[Original Concept]

Yoshiyuki Tomino
[Original Concept]

Yoshikazu Yasuhiko
[Character Design]

Harutoshi Fukui
[Story]

Hajime Katoki
[Mechanical Design]","Gundam Ace serialization ended
[January 2010 - December 2016]
Notes March 2010 issue - February 2017 issue",Tofana Water (2016-05-04 14:09:04),Tofana Water (2016-12-30 21:29:57),,3
35492,Mobile Suit Gundam UC Star Moon Fragment,Takashi Morita [Manga],,Kono (2015-08-01 21:45:15),Masuke (2015-11-30 17:00:54),,3
21615,Mobile Suit Gundam REON,"Yoshiyuki Tomino

Hajime Yatate

Masafumi Matsuura
[Art]",,Mangaseek Editorial Department (2003-11-01 01:01:15),Yanako (2016-01-28 12:56:14),,1
5696,Mobile Suit Crossbone Gundam,"Yuichi Hasegawa
[Art]

Yoshiyuki Tomino
[Original Story]

Hajime Yatate
[Concept]

Hajime Katoki
[Design Collaboration]",Shonen Ace End of serialization [December 1994 - March 1997],Mangaseek Editorial Department (2003-10-24 20:10:50),Masuke (2015-12-23 14:57:22),,4
27417,Mobile Suit Crossbone Gundam Pirate's Treasure,"Yuichi Hasegawa
[Art]

Yoshiyuki Tomino
[Original Story]

Hajime Katoki
[Design Collaboration]","Gundam Ace
[September 2003]
Notes No.013 (September 2003 issue)",Mangaseek Editorial Department (2004-08-29 16:03:01),Masuke (2015-12-23 15:09:48),,2
40895,Mobile Suit Crossbone Gundam Ghost,"Yuichi Hasegawa
[Art]

Hajime Yatate
[Original Story]

Yoshiyuki Tomino
[Original Story]

Hajime Katoki
[Design Collaboration]",,Masuke (2015-12-23 14:21:07),Masuke (2015-12-23 14:21:07),,2
31142,Mobile Suit Crossbone Gundam: The Final Soldier,"Yuichi Hasegawa
[Art]

Yoshiyuki Tomino
[Original Story]

Hajime Katoki
[Design Collaboration]","Gundam Ace End of serialization
[October 2003 - November 2003]
Notes No. 014 (October 2003 issue) - No. 015 (November 2003 issue)",Mangaseek Editorial Department (2004-08-29 16:05:16),Masuke (2015-12-23 15:13:19),,3
31143,Mobile Suit Crossbone Gundam: Satellite of the Monkey,"Yuichi Hasegawa
[Art]

Yoshiyuki Tomino
[Original Story]

Hajime Yatate
[Concept]

Hajime Katoki
[Design Collaboration]","Gundam Ace
[October 2004]
Notes No.26 (October 2004 issue)",Mangaseek Editorial Department (2004-08-29 16:12:21),Masuke (2015-12-23 15:15:12),,1
27418,Mobile Suit Crossbone Gundam: Princess of the Stars,"Hajime Yatate

Yuichi Hasegawa
[Art]

Yoshiyuki Tomino
[Original]

Hajime Katoki
[Design cooperation]","Shonen Ace
[October 2003]
Notes October 2003 issue",Mangaseek Editorial Department (2003-10-24 21:03:03),Masuke (2015-12-23 15:17:13),,2
79472,Mobile Suit Zeta Gundam: Successor to the Stars,"Hisao Tamaki
[Manga]

Yoshiyuki Tomino
[Original Story]

Hajime Yatate
[Original Concept]",Gundam Ace serialization ends,daisuke (2021-04-24 08:58:47),daisuke (2021-04-24 08:58:47),,5
3105,Mobile Suit Z Gundam,"Hajime Yatate

Kazuhisa Kondo
[Art]

Yoshiyuki Tomino
[Original]",Comic Bonbon serialization ended [1985],Mangaseek Editorial Department (2003-10-24 21:27:38),Yanako (2015-10-24 21:27:53),,2
48130,Mobile Suit Z Gundam Gaiden: Mace of Judgement,"ROHGUN
[Art]

Yatate Hajime
[Original Story]

Tomino Yoshiyuki
[Original Story]

Kamino Junichi
[Story]","Monthly Comic Dengeki Daioh serialization ended
[November 2016]
Notes: January 2017 issue~",Tofana Water (2016-11-27 09:27:23),Tofana Water (2016-11-27 09:27:23),,1
53254,Mobile Suit Z Gundam Define,"Hiroyuki Kitazume
[Manga] Major Work

Hajime Yatate
[Original Work]

Yoshiyuki Tomino
[Original Work]","Gundam Ace serialization ended
[June 2011]
Notes August 2011 issue~",Tofana Water (2017-05-29 12:36:42),daisuke (2022-11-05 19:10:20),,3
27740,Mobile Suit vs. Space Giants: Gigantis Strikes Back (retitled Gundam vs. Space Giants),"Yoshiyuki Tomino

Hajime Yatate

Yuichi Hasegawa
[Art]",,Mangaseek Editorial Department (2003-10-25 01:02:20),Kono (2015-07-20 10:12:21),,5
55601,Mobile Suit Moon Gundam,"Takayuki Toraya
[Manga]

Hajime Yatate
[Original Story]

Yoshiyuki Tomino
[Original Story]

Harutoshi Fukui
[Story]

Ippei Gyoube
[Mechanical Design]","Gundam Ace ongoing
[September 2017]
Notes November 2017 issue (released September 26th) ~",Morizaru (2017-09-27 10:34:05),daisuke (2022-08-24 13:48:06),,2
31219,The daily life of a demonic beast,Little Honda Emai,,Mangaseek Editorial Department (2004-09-05 10:47:04),Kono (2015-07-20 10:15:05),,3
59622,Demon Way Tengai Kaname,Inui Yoshihiko,"Young Champion serialization ended
[December 2001]
Notes: From issue 1 of 2002",Morizaru (2018-04-04 08:28:19),daisuke (2023-11-13 17:56:51),,3
42473,Orbital Armor Rail Ghost,Yasunari Toda,,Masuke (2016-02-12 10:08:06),Masuke (2016-02-12 10:08:06),,4
7710,An out-of-orbit nuisance star,Yu Yabuuchi,,Mangaseek Editorial Department (2002-11-16 15:31:03),Masuke (2021-10-30 06:29:25),,5
27798,Mobile Fighter Gaiden Gundam Fight 7th,"Hajime Yatate
[Illustration]

Ototo Ikitaro
[Illustration]

Yoshiyuki Tomino
[Original Story]

Kazuhiko Shimamoto
[Cooperation]",,Mangaseek Editorial Department (2003-11-06 23:34:35),Kono (2015-07-20 10:12:35),,2
